PF187107,admin,"한화와 함께하는 교향악축제, 성남시립교향악단",2022-04-12,2022-04-12,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187107_220223_094228.jpg,서양음악(클래식),경기
PF187109,admin,"스프링페스티벌, 세계를 건너 너에게 갈게",2022-04-22,2022-04-24,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187109_220223_094815.jpg,연극,경기
PF187141,admin,"스프링페스티벌x모다페, Choice of the project Ⅰ: 석순x이동하x박관정",2022-04-13,2022-04-13,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187141_220223_111859.jpg,무용,경기
PF187144,admin,"스프링페스티벌x모다페, Choice of the project Ⅱ: 전미숙",2022-04-14,2022-04-14,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187144_220223_112118.jpg,무용,경기
PF187157,admin,대한민국 동요 대축제,2022-02-23,2022-02-23,(재)영화의전당,,대중음악,경기
PF187164,admin,"스프링페스티벌, 하이든 아벤트",2022-04-15,2022-04-17,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187164_220223_123212.gif,서양음악(클래식),경기
PF187166,admin,"스프링페스티벌, 결혼대소동",2022-04-08,2022-04-10,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187166_220223_123718.gif,서양음악(클래식),경기
PF187188,admin,"한화와 함께하는 교향악축제, 군포 프라임필하모닉오케스트라",2022-04-19,2022-04-19,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187188_220223_141129.gif,서양음악(클래식),경기
PF187189,admin,"한화와 함께하는 교향악축제, 대전시립교향악단",2022-04-07,2022-04-07,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187189_220223_141433.gif,서양음악(클래식),경기
PF187190,admin,"한화와 함께하는 교향악축제, KBS교향악단",2022-04-09,2022-04-09,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187190_220223_141614.gif,서양음악(클래식),경기
PF187191,admin,"한화와 함께하는 교향악축제, 목포시립교향악단",2022-04-22,2022-04-22,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187191_220223_141732.gif,서양음악(클래식),경기
PF187192,admin,"한화와 함께하는 교향악축제, 강남심포니오케스트라",2022-04-23,2022-04-23,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187192_220223_141928.gif,서양음악(클래식),경기
PF187193,admin,"한화와 함께하는 교향악축제, 부산시립교향악단",2022-04-08,2022-04-08,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187193_220223_142127.gif,서양음악(클래식),경기
PF187194,admin,"한화와 함께하는 교향악축제, 경기필하모닉오케스트라",2022-04-05,2022-04-05,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187194_220223_142223.gif,서양음악(클래식),경기
PF187195,admin,"한화와 함께하는 교향악축제, 부천필하모닉오케스트라",2022-04-02,2022-04-02,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187195_220223_142526.gif,서양음악(클래식),경기
PF187196,admin,"한화와 함께하는 교향악축제, 경상북도 도립교향악단",2022-04-20,2022-04-20,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187196_220223_142602.gif,서양음악(클래식),경기
PF187197,admin,"한화와 함께하는 교향악축제, 서울시립교향악단",2022-04-14,2022-04-14,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187197_220223_142815.gif,서양음악(클래식),경기
PF187198,admin,"한화와 함께하는 교향악축제, 과천시립교향악단",2022-04-24,2022-04-24,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187198_220223_142954.gif,서양음악(클래식),경기
PF187199,admin,"한화와 함께하는 교향악축제, 광주시립교향악단",2022-04-13,2022-04-13,예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187199_220223_143244.gif,서양음악(클래식),경기
PF187228,admin,"광주시문화재단 연극페스티벌, 파발교연가 [경기 광주]",2022-04-22,2022-04-23,남한산성아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF187228_220224_110448.jpg,연극,경기
